postId,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,finalReviewVoteScoreHighKarma,year
kWfpduB6oHAvjQadS,Some questions I've been pondering...,some-questions-i-ve-been-pondering,https://www.lesswrong.com/posts/kWfpduB6oHAvjQadS/some-questions-i-ve-been-pondering,2022-06-05T04:21:07.581Z,1,1,3,0,2022
wopF2TLtt3JwMbFyk,Reinventing the wheel,reinventing-the-wheel,https://www.lesswrong.com/posts/wopF2TLtt3JwMbFyk/reinventing-the-wheel,2022-06-04T22:39:49.776Z,78,40,13,0,2022
k4wcH2yd5muCunQ6u,What do you do to deliberately practice?,what-do-you-do-to-deliberately-practice,https://www.lesswrong.com/posts/k4wcH2yd5muCunQ6u/what-do-you-do-to-deliberately-practice,2022-06-04T22:20:50.609Z,25,18,9,0,2022
vszn9pawGy5mXgd5j,Quick Look: Asymptomatic Herpes Shedding,quick-look-asymptomatic-herpes-shedding,https://www.lesswrong.com/posts/vszn9pawGy5mXgd5j/quick-look-asymptomatic-herpes-shedding,2022-06-04T21:40:05.376Z,37,16,4,0,2022
6qmqLnTJ6Rw6gwBFz,Meetup in SF, June 11: Progress Studies + Effective Altruism,meetup-in-sf-june-11-progress-studies-effective-altruism-1,https://www.lesswrong.com/events/6qmqLnTJ6Rw6gwBFz/meetup-in-sf-june-11-progress-studies-effective-altruism-1,2022-06-04T21:30:15.806Z,7,1,0,0,2022
iyKnennBbCvaWuKef,How to pursue a career in technical AI alignment,how-to-pursue-a-career-in-technical-ai-alignment,https://www.lesswrong.com/posts/iyKnennBbCvaWuKef/how-to-pursue-a-career-in-technical-ai-alignment,2022-06-04T21:11:46.501Z,68,40,1,0,2022
MzBnGSRfSfFHuSjpi,Open & Welcome Thread - June 2022 ,open-and-welcome-thread-june-2022,https://www.lesswrong.com/posts/MzBnGSRfSfFHuSjpi/open-and-welcome-thread-june-2022,2022-06-04T19:27:45.197Z,9,3,30,0,2022
hNXYWESpbzyjFnMyL,The Fourth Arena: What’s Up in the world these days? We’re moving to a new, a new what? ,the-fourth-arena-what-s-up-in-the-world-these-days-we-re,https://www.lesswrong.com/posts/hNXYWESpbzyjFnMyL/the-fourth-arena-what-s-up-in-the-world-these-days-we-re,2022-06-04T19:07:51.225Z,2,6,0,0,2022
cLyo7dKmimeXR3hAC,Towards a Formalisation of Returns on Cognitive Reinvestment (Part 1),towards-a-formalisation-of-returns-on-cognitive-reinvestment,https://www.lesswrong.com/posts/cLyo7dKmimeXR3hAC/towards-a-formalisation-of-returns-on-cognitive-reinvestment,2022-06-04T18:42:24.612Z,17,4,11,0,2022
kDNupnX6YZCSYq47E,Does quantum mechanics predict all the effects of relativity except gravity?,does-quantum-mechanics-predict-all-the-effects-of-relativity,https://www.lesswrong.com/posts/kDNupnX6YZCSYq47E/does-quantum-mechanics-predict-all-the-effects-of-relativity,2022-06-04T13:52:12.231Z,4,2,2,0,2022
gebzzEwn2TaA6rGkc,Deep Learning Systems Are Not Less Interpretable Than Logic/Probability/Etc,deep-learning-systems-are-not-less-interpretable-than-logic,https://www.lesswrong.com/posts/gebzzEwn2TaA6rGkc/deep-learning-systems-are-not-less-interpretable-than-logic,2022-06-04T05:41:56.713Z,142,94,53,25.399999618530273,2022
H5iGhDhQBtoDpCBZ2,Announcing the Alignment of Complex Systems Research Group,announcing-the-alignment-of-complex-systems-research-group,https://www.lesswrong.com/posts/H5iGhDhQBtoDpCBZ2/announcing-the-alignment-of-complex-systems-research-group,2022-06-04T04:10:14.337Z,91,46,20,0,2022
jrSboXhBPMsYz9ChJ,Eternal youth as eternal suffering,eternal-youth-as-eternal-suffering,https://www.lesswrong.com/posts/jrSboXhBPMsYz9ChJ/eternal-youth-as-eternal-suffering,2022-06-04T01:48:49.684Z,7,4,2,0,2022
FjgS5mZCQedarYdCb,D&D.Sci June 2022: A Goddess Tried To Reincarnate Me Into A Fantasy World, But I Insisted On Using Data Science To Select An Optimal Combination Of Cheat Skills!,d-and-d-sci-june-2022-a-goddess-tried-to-reincarnate-me-into,https://www.lesswrong.com/posts/FjgS5mZCQedarYdCb/d-and-d-sci-june-2022-a-goddess-tried-to-reincarnate-me-into,2022-06-04T01:28:18.301Z,38,18,22,0,2022
YgvAXTnaapknGhPvt,The Burden of Worldbuilding,the-burden-of-worldbuilding,https://www.lesswrong.com/posts/YgvAXTnaapknGhPvt/the-burden-of-worldbuilding,2022-06-04T01:15:44.078Z,27,13,12,0,2022
Lom2cSvfEqDJieSsn,Longtermist Consequences of a New Dark Age?,longtermist-consequences-of-a-new-dark-age,https://www.lesswrong.com/posts/Lom2cSvfEqDJieSsn/longtermist-consequences-of-a-new-dark-age,2022-06-03T23:00:07.051Z,7,5,3,0,2022
SMW96KWJ2NoLcYyvw,Just Say No to Utilitarianism,just-say-no-to-utilitarianism,https://www.lesswrong.com/posts/SMW96KWJ2NoLcYyvw/just-say-no-to-utilitarianism,2022-06-03T22:59:10.729Z,3,10,0,0,2022
AZ4WDnFmPtYjwbCs2,The STEM Attractor,the-stem-attractor,https://www.lesswrong.com/posts/AZ4WDnFmPtYjwbCs2/the-stem-attractor,2022-06-03T22:21:39.986Z,12,7,0,0,2022
9CcdTsgvgFJg87dmW,Book Review: Talent,book-review-talent,https://www.lesswrong.com/posts/9CcdTsgvgFJg87dmW/book-review-talent,2022-06-03T20:10:02.425Z,70,35,19,0,2022
SwucTfmERfGWjeYrX,On The Spectrum, On The Guest List: (iii) Etiquette,on-the-spectrum-on-the-guest-list-iii-etiquette,https://www.lesswrong.com/posts/SwucTfmERfGWjeYrX/on-the-spectrum-on-the-guest-list-iii-etiquette,2022-06-03T18:44:12.571Z,7,8,1,0,2022
mvTYAKS5qXKNnBT8x,Give the AI safe tools,give-the-ai-safe-tools,https://www.lesswrong.com/posts/mvTYAKS5qXKNnBT8x/give-the-ai-safe-tools,2022-06-03T17:04:53.050Z,3,2,0,0,2022
iw5ZbPGNRyYz6wScs,Rationality camps in Oxford for 16-20 yo: Apply by June 12th,rationality-camps-in-oxford-for-16-20-yo-apply-by-june-12th,https://www.lesswrong.com/posts/iw5ZbPGNRyYz6wScs/rationality-camps-in-oxford-for-16-20-yo-apply-by-june-12th,2022-06-03T15:22:10.577Z,21,8,0,0,2022
PRMJCbBhsGgu5A6Ty,I'm trying out "asteroid mindset",i-m-trying-out-asteroid-mindset,https://www.lesswrong.com/posts/PRMJCbBhsGgu5A6Ty/i-m-trying-out-asteroid-mindset,2022-06-03T13:35:48.614Z,90,49,5,0,2022
WgbbePwdCsrLjg2oj,Monthly Shorts 5/22,monthly-shorts-5-22,https://www.lesswrong.com/posts/WgbbePwdCsrLjg2oj/monthly-shorts-5-22,2022-06-03T13:10:11.963Z,4,2,1,0,2022
NCKGZs8sgToCgieSs,On effective altruism, utilitarianism and localness,on-effective-altruism-utilitarianism-and-localness,https://www.lesswrong.com/posts/NCKGZs8sgToCgieSs/on-effective-altruism-utilitarianism-and-localness,2022-06-03T10:34:31.661Z,14,8,2,0,2022
TrGBvEawoHvgu4JN7,[Linkpost] A Chinese AI optimized for killing,linkpost-a-chinese-ai-optimized-for-killing,https://www.lesswrong.com/posts/TrGBvEawoHvgu4JN7/linkpost-a-chinese-ai-optimized-for-killing,2022-06-03T09:17:42.028Z,-2,15,4,0,2022
5hkXeCnzojjESJ4eB,Intergenerational trauma impeding cooperative existential safety efforts,intergenerational-trauma-impeding-cooperative-existential,https://www.lesswrong.com/posts/5hkXeCnzojjESJ4eB/intergenerational-trauma-impeding-cooperative-existential,2022-06-03T08:13:25.439Z,128,72,29,0,2022
oqozxHoFsC6PKz6bz,Silliness,silliness,https://www.lesswrong.com/posts/oqozxHoFsC6PKz6bz/silliness,2022-06-03T04:59:51.456Z,18,17,0,0,2022
gytFzxCTW6ekgeNZJ,Another Calming Example,another-calming-example,https://www.lesswrong.com/posts/gytFzxCTW6ekgeNZJ/another-calming-example,2022-06-03T02:20:02.159Z,39,21,13,1,2022
R39tGLeETfCZJ4FoE,[MLSN #4]: Many New Interpretability Papers, Virtual Logit Matching, Rationalization Helps Robustness,mlsn-4-many-new-interpretability-papers-virtual-logit,https://www.lesswrong.com/posts/R39tGLeETfCZJ4FoE/mlsn-4-many-new-interpretability-papers-virtual-logit,2022-06-03T01:20:44.875Z,18,10,0,0,2022
QtNNKDnmQg5aoTKkn,A short conceptual explainer of Immanuel Kant's Critique of Pure Reason,a-short-conceptual-explainer-of-immanuel-kant-s-critique-of,https://www.lesswrong.com/posts/QtNNKDnmQg5aoTKkn/a-short-conceptual-explainer-of-immanuel-kant-s-critique-of,2022-06-03T01:06:32.394Z,57,25,12,0,2022
EFrsvnF6uZieZr3uG,Adversarial training, importance sampling, and anti-adversarial training for AI whistleblowing,adversarial-training-importance-sampling-and-anti,https://www.lesswrong.com/posts/EFrsvnF6uZieZr3uG/adversarial-training-importance-sampling-and-anti,2022-06-02T23:48:30.079Z,37,17,0,0,2022
BAzCGCys4BkzGDCWR,The prototypical catastrophic AI action is getting root access to its datacenter,the-prototypical-catastrophic-ai-action-is-getting-root,https://www.lesswrong.com/posts/BAzCGCys4BkzGDCWR/the-prototypical-catastrophic-ai-action-is-getting-root,2022-06-02T23:46:31.360Z,156,75,13,0,2022
EzAt4SbtQcXtDNhHK,Confused why a "capabilities research is good for alignment progress" position isn't discussed more,confused-why-a-capabilities-research-is-good-for-alignment,https://www.lesswrong.com/posts/EzAt4SbtQcXtDNhHK/confused-why-a-capabilities-research-is-good-for-alignment,2022-06-02T21:41:44.784Z,129,63,27,0,2022
uPLK59MTbEbekexbh,Announcing a contest: EA Criticism and Red Teaming,announcing-a-contest-ea-criticism-and-red-teaming,https://www.lesswrong.com/posts/uPLK59MTbEbekexbh/announcing-a-contest-ea-criticism-and-red-teaming,2022-06-02T20:27:18.860Z,17,8,1,0,2022
8tywoHSb3TrTvmDWp,Fact post: project-based learning,fact-post-project-based-learning,https://www.lesswrong.com/posts/8tywoHSb3TrTvmDWp/fact-post-project-based-learning,2022-06-02T20:18:27.319Z,11,7,4,0,2022
CGhRSfjSFzGPXtwyW,The case for using the term 'steelmanning' instead of 'principle of charity',the-case-for-using-the-term-steelmanning-instead-of,https://www.lesswrong.com/posts/CGhRSfjSFzGPXtwyW/the-case-for-using-the-term-steelmanning-instead-of,2022-06-02T19:24:40.583Z,26,20,7,0,2022
q9ncEYeZfbqWjHtap,Covid 6/2/22: Declining to Respond,covid-6-2-22-declining-to-respond,https://www.lesswrong.com/posts/q9ncEYeZfbqWjHtap/covid-6-2-22-declining-to-respond,2022-06-02T13:50:01.330Z,55,29,10,0,2022
qs6qgGqFebHrzKgnp,The horror of what must, yet cannot, be true,the-horror-of-what-must-yet-cannot-be-true,https://www.lesswrong.com/posts/qs6qgGqFebHrzKgnp/the-horror-of-what-must-yet-cannot-be-true,2022-06-02T10:20:04.575Z,52,25,18,0,2022
JC7aJZjt2WvxxffGz,Paradigms of AI alignment: components and enablers,paradigms-of-ai-alignment-components-and-enablers,https://www.lesswrong.com/posts/JC7aJZjt2WvxxffGz/paradigms-of-ai-alignment-components-and-enablers,2022-06-02T06:19:59.378Z,53,19,4,0,2022
FbP7EteJBCx8FpLFn,The Bio Anchors Forecast,the-bio-anchors-forecast,https://www.lesswrong.com/posts/FbP7EteJBCx8FpLFn/the-bio-anchors-forecast,2022-06-02T01:32:05.615Z,12,6,0,0,2022
TChJDwsvBdM2zACoe,**Venue Changed** ACX Montreal Meetup Jun 18 2022,venue-changed-acx-montreal-meetup-jun-18-2022,https://www.lesswrong.com/events/TChJDwsvBdM2zACoe/venue-changed-acx-montreal-meetup-jun-18-2022,2022-06-02T00:43:39.634Z,10,4,0,0,2022
jqCz2X49FRn5Bgb5b,Public beliefs vs. Private beliefs,public-beliefs-vs-private-beliefs,https://www.lesswrong.com/posts/jqCz2X49FRn5Bgb5b/public-beliefs-vs-private-beliefs,2022-06-01T21:33:32.661Z,143,82,30,9,2022
Gc3niHuaNCiXGb5mc,Probability that the President would win election against a random adult citizen?,probability-that-the-president-would-win-election-against-a,https://www.lesswrong.com/posts/Gc3niHuaNCiXGb5mc/probability-that-the-president-would-win-election-against-a,2022-06-01T20:38:44.197Z,15,5,26,0,2022
8ch7cdcAfsp2B3Pnd,Revisiting "Why Global Poverty",revisiting-why-global-poverty,https://www.lesswrong.com/posts/8ch7cdcAfsp2B3Pnd/revisiting-why-global-poverty,2022-06-01T20:20:02.314Z,20,9,2,0,2022
4JqAjRgbG65ej2jLG,What will happen when an all-reaching AGI starts attempting to fix human character flaws?,what-will-happen-when-an-all-reaching-agi-starts-attempting,https://www.lesswrong.com/posts/4JqAjRgbG65ej2jLG/what-will-happen-when-an-all-reaching-agi-starts-attempting,2022-06-01T18:45:17.760Z,1,3,6,0,2022
Wzcdy3s3irfBYpL2o,Any prior work on mutiagent dynamics for continuous distributions over agents?,any-prior-work-on-mutiagent-dynamics-for-continuous,https://www.lesswrong.com/posts/Wzcdy3s3irfBYpL2o/any-prior-work-on-mutiagent-dynamics-for-continuous,2022-06-01T18:12:02.963Z,15,5,2,0,2022
nELaczoEtsG6g38rP,Formation via nucleation of boltzmann brains,formation-via-nucleation-of-boltzmann-brains,https://www.lesswrong.com/posts/nELaczoEtsG6g38rP/formation-via-nucleation-of-boltzmann-brains,2022-06-01T18:05:34.450Z,0,2,9,0,2022
KRtJ7okiNExEhCYqJ,Halifax Rationality / EA Coworking Day,halifax-rationality-ea-coworking-day,https://www.lesswrong.com/events/KRtJ7okiNExEhCYqJ/halifax-rationality-ea-coworking-day,2022-06-01T17:47:00.463Z,9,2,0,0,2022
nbDFj4ZS6WSDKtSk4,Machines vs Memes Part 3: Imitation and Memes,machines-vs-memes-part-3-imitation-and-memes,https://www.lesswrong.com/posts/nbDFj4ZS6WSDKtSk4/machines-vs-memes-part-3-imitation-and-memes,2022-06-01T13:36:15.089Z,7,4,0,0,2022
rJ3aKzheJzJ3eptmS,Rationalism in an Age of Egregores,rationalism-in-an-age-of-egregores,https://www.lesswrong.com/posts/rJ3aKzheJzJ3eptmS/rationalism-in-an-age-of-egregores,2022-06-01T07:29:06.297Z,13,17,11,0,2022
brKzMeJMGB8NaBCnN,Wielding civilization,wielding-civilization,https://www.lesswrong.com/posts/brKzMeJMGB8NaBCnN/wielding-civilization,2022-06-01T07:11:30.119Z,29,17,2,0,2022
gumkW3vy9mhjZriuc,Machines vs. Memes 2: Memetically-Motivated Model Extensions,machines-vs-memes-2-memetically-motivated-model-extensions,https://www.lesswrong.com/posts/gumkW3vy9mhjZriuc/machines-vs-memes-2-memetically-motivated-model-extensions,2022-05-31T22:03:48.992Z,6,4,0,0,2022
JLH6ido4qoBtYmnNR,Machines vs Memes Part 1: AI Alignment and Memetics,machines-vs-memes-part-1-ai-alignment-and-memetics,https://www.lesswrong.com/posts/JLH6ido4qoBtYmnNR/machines-vs-memes-part-1-ai-alignment-and-memetics,2022-05-31T22:03:18.495Z,18,9,1,0,2022
4iFSxvddsZCzBWtCo,The Hard Intelligence Hypothesis and Its Bearing on Succession Induced Foom,the-hard-intelligence-hypothesis-and-its-bearing-on,https://www.lesswrong.com/posts/4iFSxvddsZCzBWtCo/the-hard-intelligence-hypothesis-and-its-bearing-on,2022-05-31T19:04:40.626Z,10,8,7,0,2022
vbfAwZqKs84agyGWC,Paper: Teaching GPT3 to express uncertainty in words,paper-teaching-gpt3-to-express-uncertainty-in-words,https://www.lesswrong.com/posts/vbfAwZqKs84agyGWC/paper-teaching-gpt3-to-express-uncertainty-in-words,2022-05-31T13:27:17.191Z,97,46,7,0,2022
6pWpC8zSfuC2utPzW,Effective Altruism Virtual Programs Jul-Aug 2022,effective-altruism-virtual-programs-jul-aug-2022,https://www.lesswrong.com/events/6pWpC8zSfuC2utPzW/effective-altruism-virtual-programs-jul-aug-2022,2022-05-31T12:56:13.968Z,1,1,0,0,2022
X7APAiWTJy6GqTWzC,What is the state of Chinese AI research?,what-is-the-state-of-chinese-ai-research,https://www.lesswrong.com/posts/X7APAiWTJy6GqTWzC/what-is-the-state-of-chinese-ai-research,2022-05-31T10:05:48.138Z,34,18,16,0,2022
s3FmwsE2BQqohFkcf,The Brain That Builds Itself,the-brain-that-builds-itself,https://www.lesswrong.com/posts/s3FmwsE2BQqohFkcf/the-brain-that-builds-itself,2022-05-31T09:42:57.028Z,57,31,6,0,2022
hhRKHMKpsgkui7cGK,Is there any formal argument that climate change needs to more extreme weather events?,is-there-any-formal-argument-that-climate-change-needs-to,https://www.lesswrong.com/posts/hhRKHMKpsgkui7cGK/is-there-any-formal-argument-that-climate-change-needs-to,2022-05-31T09:01:58.586Z,8,5,8,0,2022
gdM58G3WRTHArPF2u,Progress links and tweets, 2022-05-30,progress-links-and-tweets-2022-05-30,https://www.lesswrong.com/posts/gdM58G3WRTHArPF2u/progress-links-and-tweets-2022-05-30,2022-05-30T23:20:51.374Z,18,9,0,0,2022
vaX6inJgoARYohPJn,The Reverse Basilisk,the-reverse-basilisk,https://www.lesswrong.com/posts/vaX6inJgoARYohPJn/the-reverse-basilisk,2022-05-30T23:10:16.106Z,15,22,23,0,2022
gs3vp3ukPbpaEie5L,Deliberate Grieving,deliberate-grieving-1,https://www.lesswrong.com/posts/gs3vp3ukPbpaEie5L/deliberate-grieving-1,2022-05-30T20:49:19.860Z,169,84,16,16.100000381469727,2022
dfRtxWcFDupfWpLQo,Perform Tractable Research While Avoiding Capabilities Externalities [Pragmatic AI Safety #4],perform-tractable-research-while-avoiding-capabilities,https://www.lesswrong.com/posts/dfRtxWcFDupfWpLQo/perform-tractable-research-while-avoiding-capabilities,2022-05-30T20:25:05.151Z,51,27,3,0,2022
LGMSLXkpKAofebjfi,A terrifying variant of Boltzmann's brains problem,a-terrifying-variant-of-boltzmann-s-brains-problem,https://www.lesswrong.com/posts/LGMSLXkpKAofebjfi/a-terrifying-variant-of-boltzmann-s-brains-problem,2022-05-30T20:08:58.867Z,5,5,12,0,2022
eMDuTAA9uA7vFKeEA,Ceiling Air Purifier,ceiling-air-purifier,https://www.lesswrong.com/posts/eMDuTAA9uA7vFKeEA/ceiling-air-purifier,2022-05-30T19:20:02.130Z,69,26,8,1,2022
QAvNzPXHnyAPmg6aQ,Notion template for personal predictions,notion-template-for-personal-predictions,https://www.lesswrong.com/posts/QAvNzPXHnyAPmg6aQ/notion-template-for-personal-predictions,2022-05-30T17:47:12.650Z,1,1,0,0,2022
keiYkaeoLHoKK4LYA,Six Dimensions of Operational Adequacy in AGI Projects,six-dimensions-of-operational-adequacy-in-agi-projects,https://www.lesswrong.com/posts/keiYkaeoLHoKK4LYA/six-dimensions-of-operational-adequacy-in-agi-projects,2022-05-30T17:00:30.833Z,298,120,66,100.30000305175781,2022
ProjTv8rEmWviF4od,My SERI MATS Application,my-seri-mats-application,https://www.lesswrong.com/posts/ProjTv8rEmWviF4od/my-seri-mats-application,2022-05-30T02:04:06.763Z,16,11,0,0,2022
mF8dkhZF9hAuLHXaD,Reshaping the AI Industry,reshaping-the-ai-industry,https://www.lesswrong.com/posts/mF8dkhZF9hAuLHXaD/reshaping-the-ai-industry,2022-05-29T22:54:31.582Z,147,76,35,0,2022
Pq5dhQ8nuYavfipLe,The Unbearable Lightness of Web Vulnerabilities,the-unbearable-lightness-of-web-vulnerabilities,https://www.lesswrong.com/posts/Pq5dhQ8nuYavfipLe/the-unbearable-lightness-of-web-vulnerabilities,2022-05-29T21:13:17.103Z,29,13,2,0,2022
qZAbzHcz9ZRPK3Zeh,Finding the Right Problem,finding-the-right-problem-1,https://www.lesswrong.com/posts/qZAbzHcz9ZRPK3Zeh/finding-the-right-problem-1,2022-05-29T17:52:56.791Z,8,2,0,0,2022
CeybSsCnjkGRMuYew,The impact you might have working on AI safety,the-impact-you-might-have-working-on-ai-safety-1,https://www.lesswrong.com/posts/CeybSsCnjkGRMuYew/the-impact-you-might-have-working-on-ai-safety-1,2022-05-29T16:31:48.005Z,5,3,1,0,2022
JqBAvHtEAZdJAwQo2,Sharing Is Caring?,sharing-is-caring,https://www.lesswrong.com/posts/JqBAvHtEAZdJAwQo2/sharing-is-caring,2022-05-29T16:19:41.659Z,-11,8,16,0,2022
EpR5yTZMaJkDz4hhs,The Problem With The Current State of AGI Definitions,the-problem-with-the-current-state-of-agi-definitions,https://www.lesswrong.com/posts/EpR5yTZMaJkDz4hhs/the-problem-with-the-current-state-of-agi-definitions,2022-05-29T13:58:18.495Z,40,19,22,0,2022
DQsvSS5QWkJgBY8Xg,Request for nice questions to think about while trying to sleep,request-for-nice-questions-to-think-about-while-trying-to,https://www.lesswrong.com/posts/DQsvSS5QWkJgBY8Xg/request-for-nice-questions-to-think-about-while-trying-to,2022-05-29T13:47:40.691Z,9,6,2,0,2022
vnoi5umkiS7bqdWBe,Will working here advance AGI? Help us not destroy the world!,will-working-here-advance-agi-help-us-not-destroy-the-world,https://www.lesswrong.com/posts/vnoi5umkiS7bqdWBe/will-working-here-advance-agi-help-us-not-destroy-the-world,2022-05-29T11:42:06.846Z,30,19,46,0,2022
eQ3TyKmjWd6vPeefi,Passable Puppet,passable-puppet,https://www.lesswrong.com/posts/eQ3TyKmjWd6vPeefi/passable-puppet,2022-05-29T11:07:37.907Z,4,2,1,0,2022
biskschef2zSNgKkz,Multiple AIs in boxes, evaluating each other's alignment,multiple-ais-in-boxes-evaluating-each-other-s-alignment,https://www.lesswrong.com/posts/biskschef2zSNgKkz/multiple-ais-in-boxes-evaluating-each-other-s-alignment,2022-05-29T08:36:27.523Z,8,10,0,0,2022
AxXPFj32bokGyDJFa,How would you build Dath Ilan on earth?,how-would-you-build-dath-ilan-on-earth,https://www.lesswrong.com/posts/AxXPFj32bokGyDJFa/how-would-you-build-dath-ilan-on-earth,2022-05-29T07:26:17.322Z,35,20,29,0,2022
32sm7diYTky5KhF6w,Distributed Decisions,distributed-decisions,https://www.lesswrong.com/posts/32sm7diYTky5KhF6w/distributed-decisions,2022-05-29T02:43:58.961Z,66,23,6,0,2022
2Enagkgxu49mRjDqe,Distilled - AGI Safety from First Principles,distilled-agi-safety-from-first-principles,https://www.lesswrong.com/posts/2Enagkgxu49mRjDqe/distilled-agi-safety-from-first-principles,2022-05-29T00:57:47.237Z,11,11,1,0,2022
CDBmmAisDZA6pDfQb,What have been the major "triumphs" in the field of AI over the last ten years?,what-have-been-the-major-triumphs-in-the-field-of-ai-over,https://www.lesswrong.com/posts/CDBmmAisDZA6pDfQb/what-have-been-the-major-triumphs-in-the-field-of-ai-over,2022-05-28T19:49:53.382Z,35,13,10,0,2022
zT4vhiJg4wxYEsuam,Utilitarianism,utilitarianism,https://www.lesswrong.com/posts/zT4vhiJg4wxYEsuam/utilitarianism,2022-05-28T19:35:33.587Z,0,2,1,0,2022
Qf5mCs5qgBRcuFeFf,Bayesian Persuasion?,bayesian-persuasion,https://www.lesswrong.com/posts/Qf5mCs5qgBRcuFeFf/bayesian-persuasion,2022-05-28T17:52:14.567Z,8,6,2,0,2022
McsqZQBbwJnDXimNp,What is Going On With CFAR?,what-is-going-on-with-cfar,https://www.lesswrong.com/posts/McsqZQBbwJnDXimNp/what-is-going-on-with-cfar,2022-05-28T15:21:51.397Z,94,52,34,0,2022
DC8fxfMaYPwrM5xWv,An inquiry into the thoughts of twenty-five people in India,an-inquiry-into-the-thoughts-of-twenty-five-people-in-india,https://www.lesswrong.com/posts/DC8fxfMaYPwrM5xWv/an-inquiry-into-the-thoughts-of-twenty-five-people-in-india,2022-05-28T08:30:15.355Z,21,11,4,0,2022
YEbZabXjSpfRFhFzg,Functional Analysis Reading Group,functional-analysis-reading-group,https://www.lesswrong.com/posts/YEbZabXjSpfRFhFzg/functional-analysis-reading-group,2022-05-28T02:40:26.712Z,4,4,0,0,2022
tdcLpkydLwcKwbKre,Understanding Selection Theorems,understanding-selection-theorems,https://www.lesswrong.com/posts/tdcLpkydLwcKwbKre/understanding-selection-theorems,2022-05-28T01:49:43.062Z,41,16,3,0,2022
shb67DsGstZmvhiem,Infernal Corrigibility, Fiendishly Difficult,infernal-corrigibility-fiendishly-difficult,https://www.lesswrong.com/posts/shb67DsGstZmvhiem/infernal-corrigibility-fiendishly-difficult,2022-05-27T20:32:50.773Z,19,12,1,0,2022
ardqtuGaXntyEN3M5,New Water Quality x Obesity Dataset Available,new-water-quality-x-obesity-dataset-available,https://www.lesswrong.com/posts/ardqtuGaXntyEN3M5/new-water-quality-x-obesity-dataset-available,2022-05-27T19:50:07.693Z,74,32,14,1,2022
vh4Cq6gwBAcPSj8u2,Bootstrapping Language Models,bootstrapping-language-models,https://www.lesswrong.com/posts/vh4Cq6gwBAcPSj8u2/bootstrapping-language-models,2022-05-27T19:43:45.686Z,7,5,5,0,2022
jmyMGSuxCM4azQgwu,Resources For the Redwood Research Triplebyte Test,resources-for-the-redwood-research-triplebyte-test,https://www.lesswrong.com/posts/jmyMGSuxCM4azQgwu/resources-for-the-redwood-research-triplebyte-test,2022-05-27T19:40:36.841Z,5,3,1,0,2022
zuTpoy2KEQm7gENKS,Sneaking Suspicion,sneaking-suspicion,https://www.lesswrong.com/posts/zuTpoy2KEQm7gENKS/sneaking-suspicion,2022-05-27T19:17:34.214Z,17,10,2,0,2022
MquvZCGWyYinsN49c,Range and Forecasting Accuracy,range-and-forecasting-accuracy,https://www.lesswrong.com/posts/MquvZCGWyYinsN49c/range-and-forecasting-accuracy,2022-05-27T18:47:44.315Z,48,20,19,9.9,2022
cv5xA2iSEnjz2Y9LF,Croesus, Cerberus, and the magpies: a gentle introduction to Eliciting Latent Knowledge,croesus-cerberus-and-the-magpies-a-gentle-introduction-to,https://www.lesswrong.com/posts/cv5xA2iSEnjz2Y9LF/croesus-cerberus-and-the-magpies-a-gentle-introduction-to,2022-05-27T17:58:54.666Z,14,10,0,0,2022
9zKKweu5826vSigu3,Deconfusing Landauer's Principle,deconfusing-landauer-s-principle,https://www.lesswrong.com/posts/9zKKweu5826vSigu3/deconfusing-landauer-s-principle,2022-05-27T17:58:23.353Z,49,27,12,0,2022
KYbyJJ6mwZSDidfCt,On The Spectrum, On The Guest List: (ii) LAVO,on-the-spectrum-on-the-guest-list-ii-lavo,https://www.lesswrong.com/posts/KYbyJJ6mwZSDidfCt/on-the-spectrum-on-the-guest-list-ii-lavo,2022-05-27T16:45:17.205Z,18,10,3,0,2022
JqHxuDvv2jKFiGFGh,Can growth continue?,can-growth-continue,https://www.lesswrong.com/posts/JqHxuDvv2jKFiGFGh/can-growth-continue,2022-05-27T16:19:33.374Z,28,15,22,0,2022
KxjvLwcCuzWZSxTaN,An academic journal is just a Twitter feed,an-academic-journal-is-just-a-twitter-feed,https://www.lesswrong.com/posts/KxjvLwcCuzWZSxTaN/an-academic-journal-is-just-a-twitter-feed,2022-05-27T11:14:13.555Z,13,5,3,0,2022
PLzantdwa8XJMLKef,Grabby Animals: Observation-selection effects favor the hypothesis that UAP are animals which consist of the “field-matter”: ,grabby-animals-observation-selection-effects-favor-the,https://www.lesswrong.com/posts/PLzantdwa8XJMLKef/grabby-animals-observation-selection-effects-favor-the,2022-05-27T09:27:36.370Z,20,14,15,0,2022
Evyk8eb6b7tFd6pxJ,Iterated Distillation-Amplification, Gato, and Proto-AGI [Re-Explained],iterated-distillation-amplification-gato-and-proto-agi-re,https://www.lesswrong.com/posts/Evyk8eb6b7tFd6pxJ/iterated-distillation-amplification-gato-and-proto-agi-re,2022-05-27T05:42:41.735Z,21,13,4,0,2022
jBNTf7o2R6bJjbJEk,Where Utopias Go Wrong, or: The Four Little Planets,where-utopias-go-wrong-or-the-four-little-planets,https://www.lesswrong.com/posts/jBNTf7o2R6bJjbJEk/where-utopias-go-wrong-or-the-four-little-planets,2022-05-27T01:24:18.729Z,15,13,0,0,2022
