postId,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,finalReviewVoteScoreHighKarma,year
nBcvEFXw4Yoz7rSDk,"LW2.0: Community, Culture, and Intellectual Progress",lw2-0-community-culture-and-intellectual-progress-1,https://www.lesswrong.com/posts/nBcvEFXw4Yoz7rSDk/lw2-0-community-culture-and-intellectual-progress-1,2019-06-19T20:25:08.682Z,27,6,2,0,2019
DbZDdupuffc4Xgm7H,"1hr talk: Intro to AGI safety",1hr-talk-intro-to-agi-safety,https://www.lesswrong.com/posts/DbZDdupuffc4Xgm7H/1hr-talk-intro-to-agi-safety,2019-06-18T21:41:29.371Z,36,14,4,0,2019
tAzdgzTtCG5vHwTt6,"Reneging prosocially by Duncan Sabien",reneging-prosocially-by-duncan-sabien,https://www.lesswrong.com/posts/tAzdgzTtCG5vHwTt6/reneging-prosocially-by-duncan-sabien,2019-06-18T18:52:46.501Z,70,22,5,0,2019
mLzA746mERFsZEq8j,"Magic Arena Bot Drafting",magic-arena-bot-drafting,https://www.lesswrong.com/posts/mLzA746mERFsZEq8j/magic-arena-bot-drafting,2019-06-18T16:00:00.402Z,18,7,1,0,2019
n6FTwZRki8po2gBvw,"Is the ""business cycle"" an actual economic principle?",is-the-business-cycle-an-actual-economic-principle-1,https://www.lesswrong.com/posts/n6FTwZRki8po2gBvw/is-the-business-cycle-an-actual-economic-principle-1,2019-06-18T14:52:00.348Z,43,14,15,0,2019
TMFNQoRZxM4CuRCY6,"Reason isn't magic",reason-isn-t-magic,https://www.lesswrong.com/posts/TMFNQoRZxM4CuRCY6/reason-isn-t-magic,2019-06-18T04:04:58.390Z,149,75,19,0,2019
EYKBME45wWwRW3MLh,"Discussion Thread: The AI Does Not Hate You by Tom Chivers",discussion-thread-the-ai-does-not-hate-you-by-tom-chivers,https://www.lesswrong.com/posts/EYKBME45wWwRW3MLh/discussion-thread-the-ai-does-not-hate-you-by-tom-chivers,2019-06-17T23:43:00.297Z,26,10,10,0,2019
CSEdLLEkap2pubjof,"Research Agenda v0.9: Synthesising a human's preferences into a utility function",research-agenda-v0-9-synthesising-a-human-s-preferences-into,https://www.lesswrong.com/posts/CSEdLLEkap2pubjof/research-agenda-v0-9-synthesising-a-human-s-preferences-into,2019-06-17T17:46:39.317Z,70,24,26,0,2019
uHb2LDW3LGhBMyq74,"Preference conditional on circumstances and past preference satisfaction",preference-conditional-on-circumstances-and-past-preference,https://www.lesswrong.com/posts/uHb2LDW3LGhBMyq74/preference-conditional-on-circumstances-and-past-preference,2019-06-17T15:30:32.580Z,11,2,1,0,2019
bYPuXrqwmRNRNHH4w,"In physical eschatology, is Aestivation a sound strategy?",in-physical-eschatology-is-aestivation-a-sound-strategy-1,https://www.lesswrong.com/posts/bYPuXrqwmRNRNHH4w/in-physical-eschatology-is-aestivation-a-sound-strategy-1,2019-06-17T07:27:31.527Z,17,5,11,0,2019
Yfg2AmSmkvQ4AEomf,"Is there a guide to 'Problems that are too fast to Google'?",is-there-a-guide-to-problems-that-are-too-fast-to-google,https://www.lesswrong.com/posts/Yfg2AmSmkvQ4AEomf/is-there-a-guide-to-problems-that-are-too-fast-to-google,2019-06-17T05:04:39.613Z,48,16,13,0,2019
TeBDgvmvafo2GQkcn,"ISO: Automated P-Hacking Detection",iso-automated-p-hacking-detection,https://www.lesswrong.com/posts/TeBDgvmvafo2GQkcn/iso-automated-p-hacking-detection,2019-06-16T21:15:52.837Z,7,2,3,0,2019
DhNQsjEmSqG4QWhtm,"Does scientific productivity correlate with IQ?",does-scientific-productivity-correlate-with-iq,https://www.lesswrong.com/posts/DhNQsjEmSqG4QWhtm/does-scientific-productivity-correlate-with-iq,2019-06-16T19:42:29.980Z,27,9,12,0,2019
CajbkL342tgxDuRLF,"Does the _timing_ of practice, relative to sleep, make a difference for skill consolidation?",does-the-_timing_-of-practice-relative-to-sleep-make-a,https://www.lesswrong.com/posts/CajbkL342tgxDuRLF/does-the-_timing_-of-practice-relative-to-sleep-make-a,2019-06-16T19:12:48.358Z,30,11,7,0,2019
4NuRCvo23HTYJEepB,"Is ""physical nondeterminism"" a meaningful concept?",is-physical-nondeterminism-a-meaningful-concept,https://www.lesswrong.com/posts/4NuRCvo23HTYJEepB/is-physical-nondeterminism-a-meaningful-concept,2019-06-16T15:55:58.198Z,23,6,15,0,2019
3pCLT5CrxJb6cR6sz,"SSC-Madison: Andrew Yang",ssc-madison-andrew-yang,https://www.lesswrong.com/events/3pCLT5CrxJb6cR6sz/ssc-madison-andrew-yang,2019-06-16T14:09:26.690Z,3,2,1,0,2019
SDQuYNC9hRsud4ksE,"Reasonable Explanations",reasonable-explanations,https://www.lesswrong.com/posts/SDQuYNC9hRsud4ksE/reasonable-explanations,2019-06-16T05:29:09.873Z,78,25,7,0,2019
oYm9L95LQXrEwNEZY,"Accelerate without humanity: Summary of Nick Land's philosophy",accelerate-without-humanity-summary-of-nick-land-s,https://www.lesswrong.com/posts/oYm9L95LQXrEwNEZY/accelerate-without-humanity-summary-of-nick-land-s,2019-06-16T03:22:04.474Z,31,17,24,0,2019
HE4BG6XBeoSuhgsLd,"Let's Read: Borges's Stories",let-s-read-borges-s-stories-1,https://www.lesswrong.com/posts/HE4BG6XBeoSuhgsLd/let-s-read-borges-s-stories-1,2019-06-16T02:35:11.868Z,7,5,0,0,2019
tvHJ2Zkkn3TBWqcNK,"28 social psychology studies from *Experiments With People* (Frey & Gregg, 2017)",28-social-psychology-studies-from-experiments-with-people,https://www.lesswrong.com/posts/tvHJ2Zkkn3TBWqcNK/28-social-psychology-studies-from-experiments-with-people,2019-06-16T02:23:08.500Z,12,5,1,0,2019
cu7YY7WdgJBs3DpmJ,"The Univariate Fallacy",the-univariate-fallacy-1,https://www.lesswrong.com/posts/cu7YY7WdgJBs3DpmJ/the-univariate-fallacy-1,2019-06-15T21:43:14.315Z,32,15,15,0,2019
LRE9SeAEYXf6Et8w5,"On Seeing Through 'On Seeing Through: A Unified Theory': A Unified Theory",on-seeing-through-on-seeing-through-a-unified-theory-a,https://www.lesswrong.com/posts/LRE9SeAEYXf6Et8w5/on-seeing-through-on-seeing-through-a-unified-theory-a,2019-06-15T18:57:25.436Z,26,9,0,0,2019
ssgafq584SckcT3yC,"Do policy makers frequently underestimate non-human threats (ie: epidemic, natural disasters, climate change) when compared to threats that are human in nature (ie: military conflict, economic competition, Cold War)?",do-policy-makers-frequently-underestimate-non-human-threats,https://www.lesswrong.com/posts/ssgafq584SckcT3yC/do-policy-makers-frequently-underestimate-non-human-threats,2019-06-15T16:29:47.755Z,5,3,3,0,2019
nLxH8jsK73i7YGi9m,"Press Your Luck",press-your-luck,https://www.lesswrong.com/posts/nLxH8jsK73i7YGi9m/press-your-luck,2019-06-15T15:30:00.702Z,14,7,0,0,2019
kJrYWQgRWPSDLLonn,"Paper on qualitative types or degrees of knowledge, with examples from medicine?",paper-on-qualitative-types-or-degrees-of-knowledge-with,https://www.lesswrong.com/posts/kJrYWQgRWPSDLLonn/paper-on-qualitative-types-or-degrees-of-knowledge-with,2019-06-15T00:31:56.912Z,5,2,2,0,2019
PfceWjEqdRDvGkKZ8,"Recommendation Features on LessWrong",recommendation-features-on-lesswrong-1,https://www.lesswrong.com/posts/PfceWjEqdRDvGkKZ8/recommendation-features-on-lesswrong-1,2019-06-15T00:23:18.102Z,62,19,36,0,2019
pWc6ZA6mcjXKvKwPd,"Discourse Norms: Moderators Must Not Bully",discourse-norms-moderators-must-not-bully,https://www.lesswrong.com/posts/pWc6ZA6mcjXKvKwPd/discourse-norms-moderators-must-not-bully,2019-06-14T23:22:15.741Z,7,15,51,0,2019
CDYgSCFD6ioeCb5XT,"SSC Sacramento Meetup",ssc-sacramento-meetup-1,https://www.lesswrong.com/events/CDYgSCFD6ioeCb5XT/ssc-sacramento-meetup-1,2019-06-14T23:08:21.396Z,8,2,3,0,2019
bJ2haLkcGeLtTWaD5,"Welcome to LessWrong!",welcome-to-lesswrong,https://www.lesswrong.com/posts/bJ2haLkcGeLtTWaD5/welcome-to-lesswrong,2019-06-14T19:42:26.128Z,387,325,48,0,2019
2rWKkWuPrgTMpLRbp,"LessWrong FAQ",lesswrong-faq,https://www.lesswrong.com/posts/2rWKkWuPrgTMpLRbp/lesswrong-faq,2019-06-14T19:03:58.782Z,83,49,53,0,2019
KnFYhD5GvC3RbLHjq,"On Freud's examination of the Uncanny in Literature",on-freud-s-examination-of-the-uncanny-in-literature-1,https://www.lesswrong.com/posts/KnFYhD5GvC3RbLHjq/on-freud-s-examination-of-the-uncanny-in-literature-1,2019-06-14T17:40:25.520Z,2,1,0,0,2019
PRMB3ptsZMeQpvG3b,"Unknown Unknowns in AI Alignment",unknown-unknowns-in-ai-alignment-1,https://www.lesswrong.com/posts/PRMB3ptsZMeQpvG3b/unknown-unknowns-in-ai-alignment-1,2019-06-14T05:07:21.193Z,6,3,3,0,2019
ePviE4mnjtLZ9GjKj,"SlateStarCodex Madison Meetup: Mental Health and Moloch",slatestarcodex-madison-meetup-mental-health-and-moloch,https://www.lesswrong.com/events/ePviE4mnjtLZ9GjKj/slatestarcodex-madison-meetup-mental-health-and-moloch,2019-06-14T02:59:14.772Z,2,3,1,0,2019
zMBcDmMdCwJtXWrBs,"Storytelling and the evolution of human intelligence",storytelling-and-the-evolution-of-human-intelligence-1,https://www.lesswrong.com/posts/zMBcDmMdCwJtXWrBs/storytelling-and-the-evolution-of-human-intelligence-1,2019-06-13T20:13:03.547Z,14,7,0,0,2019
TqM6sfPuCX7ksjLoj,"Real-World Coordination Problems are Usually Information Problems",real-world-coordination-problems-are-usually-information,https://www.lesswrong.com/posts/TqM6sfPuCX7ksjLoj/real-world-coordination-problems-are-usually-information,2019-06-13T18:21:55.586Z,35,14,2,0,2019
Hc3z58hNmGF3bwcM2,"On Having Enough Socks",on-having-enough-socks,https://www.lesswrong.com/posts/Hc3z58hNmGF3bwcM2/on-having-enough-socks,2019-06-13T15:15:21.946Z,21,6,9,0,2019
2d6DGNbf732y6YNTv,"Learning Over Time for AI and Humans and Rationality",learning-over-time-for-ai-and-humans-and-rationality,https://www.lesswrong.com/posts/2d6DGNbf732y6YNTv/learning-over-time-for-ai-and-humans-and-rationality,2019-06-13T13:23:58.639Z,4,2,0,0,2019
6XfeAxBQw2sxvbTMR,"Some Ways Coordination is Hard",some-ways-coordination-is-hard,https://www.lesswrong.com/posts/6XfeAxBQw2sxvbTMR/some-ways-coordination-is-hard,2019-06-13T13:00:00.443Z,55,16,11,0,2019
FaBoqddGarNjwDyZk,"Can we use ideas from ecosystem management to cultivate a healthy rationality memespace?",can-we-use-ideas-from-ecosystem-management-to-cultivate-a-1,https://www.lesswrong.com/posts/FaBoqddGarNjwDyZk/can-we-use-ideas-from-ecosystem-management-to-cultivate-a-1,2019-06-13T12:38:42.809Z,36,7,1,0,2019
b5hjucTui3jB43Qba,"Episode 6 of Tsuyoku Naritai (the 'becoming stronger' podcast)",episode-6-of-tsuyoku-naritai-the-becoming-stronger-podcast,https://www.lesswrong.com/posts/b5hjucTui3jB43Qba/episode-6-of-tsuyoku-naritai-the-becoming-stronger-podcast,2019-06-12T23:31:06.803Z,3,1,0,0,2019
qXwCz2J4e2SGhaMQk,"What kind of thing is logic in an ontological sense?",what-kind-of-thing-is-logic-in-an-ontological-sense-1,https://www.lesswrong.com/posts/qXwCz2J4e2SGhaMQk/what-kind-of-thing-is-logic-in-an-ontological-sense-1,2019-06-12T22:28:47.443Z,11,4,10,0,2019
pLZ3bdeng4u5W8Yft,"Let's talk about ""Convergent Rationality""",let-s-talk-about-convergent-rationality-1,https://www.lesswrong.com/posts/pLZ3bdeng4u5W8Yft/let-s-talk-about-convergent-rationality-1,2019-06-12T21:53:35.356Z,44,13,33,0,2019
kXFYEjnLsJr7R9d7Y,"The Ninth Atlanta SSC Meetup",the-ninth-atlanta-ssc-meetup-1,https://www.lesswrong.com/events/kXFYEjnLsJr7R9d7Y/the-ninth-atlanta-ssc-meetup-1,2019-06-12T21:02:21.398Z,1,1,0,0,2019
uhtpGBKXdi7arBa8Q,"MLU: New Blog!",mlu-new-blog,https://www.lesswrong.com/posts/uhtpGBKXdi7arBa8Q/mlu-new-blog,2019-06-12T04:20:37.499Z,16,5,6,0,2019
euE7MT4yuRDDhNK57,"The Outsider and the Onlooker (on esoteric meaning in fiction)",the-outsider-and-the-onlooker-on-esoteric-meaning-in-fiction,https://www.lesswrong.com/posts/euE7MT4yuRDDhNK57/the-outsider-and-the-onlooker-on-esoteric-meaning-in-fiction,2019-06-11T20:02:41.386Z,4,2,0,0,2019
AdwAqk9xYmKWkppbC,"How much does neatly eating matter? What about other food manners? ",how-much-does-neatly-eating-matter-what-about-other-food-1,https://www.lesswrong.com/posts/AdwAqk9xYmKWkppbC/how-much-does-neatly-eating-matter-what-about-other-food-1,2019-06-11T19:40:45.539Z,8,9,6,0,2019
5nH5Qtax9ae8CQjZ9,"Tal Yarkoni: No, it's not The Incentives—it's you",tal-yarkoni-no-it-s-not-the-incentives-it-s-you,https://www.lesswrong.com/posts/5nH5Qtax9ae8CQjZ9/tal-yarkoni-no-it-s-not-the-incentives-it-s-you,2019-06-11T07:09:16.405Z,89,40,119,0,2019
MXiGuBiCu3NHaPHrG,"Long Term Future Fund applications open until June 28th
",long-term-future-fund-applications-open-until-june-28th-1,https://www.lesswrong.com/posts/MXiGuBiCu3NHaPHrG/long-term-future-fund-applications-open-until-june-28th-1,2019-06-10T20:39:58.183Z,30,10,9,0,2019
p9PM2Wc3CSvLKRMwG,"Get Rich Real Slowly",get-rich-real-slowly,https://www.lesswrong.com/posts/p9PM2Wc3CSvLKRMwG/get-rich-real-slowly,2019-06-10T17:51:32.654Z,34,19,13,0,2019
7pSzHo34PKk2aJtZD,"Honors Fuel Achievement",honors-fuel-achievement,https://www.lesswrong.com/posts/7pSzHo34PKk2aJtZD/honors-fuel-achievement,2019-06-10T16:10:01.002Z,38,15,2,0,2019
yJanLQZY4jfFk5KkM,"On pointless waiting",on-pointless-waiting,https://www.lesswrong.com/posts/yJanLQZY4jfFk5KkM/on-pointless-waiting,2019-06-10T08:58:56.018Z,43,25,6,0,2019
W4kdfpvRafKys4nua,"Dissolving the zombie argument",dissolving-the-zombie-argument,https://www.lesswrong.com/posts/W4kdfpvRafKys4nua/dissolving-the-zombie-argument,2019-06-10T04:54:54.716Z,-1,5,14,0,2019
4LNjrip3p4R6YGDMa,"Knights and Knaves",knights-and-knaves,https://www.lesswrong.com/posts/4LNjrip3p4R6YGDMa/knights-and-knaves,2019-06-10T01:51:10.058Z,4,3,1,0,2019
cnBGXGSFGpfvknFc3,"Ramifications of limited positive value, unlimited negative value?",ramifications-of-limited-positive-value-unlimited-negative,https://www.lesswrong.com/posts/cnBGXGSFGpfvknFc3/ramifications-of-limited-positive-value-unlimited-negative,2019-06-09T23:17:37.826Z,10,6,18,0,2019
QBFmvTnPhjMbyntJ8,"On why mathematics appear to be non-cosmic",on-why-mathematics-appear-to-be-non-cosmic,https://www.lesswrong.com/posts/QBFmvTnPhjMbyntJ8/on-why-mathematics-appear-to-be-non-cosmic,2019-06-09T20:42:56.370Z,4,3,20,0,2019
DwBrNpnGCEdNLbZeL,"An attempt to list out my core values and virtues",an-attempt-to-list-out-my-core-values-and-virtues,https://www.lesswrong.com/posts/DwBrNpnGCEdNLbZeL/an-attempt-to-list-out-my-core-values-and-virtues,2019-06-09T20:02:43.122Z,26,6,1,0,2019
nJzBWzym4ySAwmk4G,"The expected value of extinction risk reduction is positive",the-expected-value-of-extinction-risk-reduction-is-positive-1,https://www.lesswrong.com/posts/nJzBWzym4ySAwmk4G/the-expected-value-of-extinction-risk-reduction-is-positive-1,2019-06-09T15:49:32.352Z,22,5,0,0,2019
p4YbAXT2dnSAaKc2L,"In Defense of Those Reclusive Authors",in-defense-of-those-reclusive-authors-1,https://www.lesswrong.com/posts/p4YbAXT2dnSAaKc2L/in-defense-of-those-reclusive-authors-1,2019-06-09T14:14:38.644Z,11,7,0,0,2019
JBtGzP5shRoN6qeuv,"Learning magic",learning-magic,https://www.lesswrong.com/posts/JBtGzP5shRoN6qeuv/learning-magic,2019-06-09T12:29:06.484Z,12,3,8,0,2019
Dnk4qvGNXRddvFyJM,"Paternal Formats",paternal-formats,https://www.lesswrong.com/posts/Dnk4qvGNXRddvFyJM/paternal-formats,2019-06-09T01:26:27.911Z,51,26,35,0,2019
ai559QFEanL6Fnb74,"Word-Idols (or an examination of ties between philosophy and horror literature)",word-idols-or-an-examination-of-ties-between-philosophy-and-1,https://www.lesswrong.com/posts/ai559QFEanL6Fnb74/word-idols-or-an-examination-of-ties-between-philosophy-and-1,2019-06-09T00:31:28.544Z,9,6,4,0,2019
zTfSXQracE7TW8x4w,"Mistakes with Conservation of Expected Evidence",mistakes-with-conservation-of-expected-evidence,https://www.lesswrong.com/posts/zTfSXQracE7TW8x4w/mistakes-with-conservation-of-expected-evidence,2019-06-08T23:07:53.719Z,212,78,25,0,2019
JHThjbPFomxPwjiEz,"Two labyrinths - where would you rather be? ",two-labyrinths-where-would-you-rather-be-1,https://www.lesswrong.com/posts/JHThjbPFomxPwjiEz/two-labyrinths-where-would-you-rather-be-1,2019-06-08T17:48:51.069Z,15,11,4,0,2019
Nd5KiuN8pPBrMT82Z,"Asymmetric Weapons Aren't Always on Your Side",asymmetric-weapons-aren-t-always-on-your-side-1,https://www.lesswrong.com/posts/Nd5KiuN8pPBrMT82Z/asymmetric-weapons-aren-t-always-on-your-side-1,2019-06-08T08:47:49.675Z,35,23,20,0,2019
zp5AEENssb8ZDnoZR,"The Schelling Choice is ""Rabbit"", not ""Stag""",the-schelling-choice-is-rabbit-not-stag,https://www.lesswrong.com/posts/zp5AEENssb8ZDnoZR/the-schelling-choice-is-rabbit-not-stag,2019-06-08T00:24:53.568Z,153,76,52,0,2019
Sn5NiiD5WBi4dLzaB,"AGI will drastically increase economies of scale",agi-will-drastically-increase-economies-of-scale,https://www.lesswrong.com/posts/Sn5NiiD5WBi4dLzaB/agi-will-drastically-increase-economies-of-scale,2019-06-07T23:17:38.694Z,51,22,25,0,2019
4XPa3xa44jAWiCkmy,"Risks from Learned Optimization: Conclusion and Related Work",risks-from-learned-optimization-conclusion-and-related-work,https://www.lesswrong.com/posts/4XPa3xa44jAWiCkmy/risks-from-learned-optimization-conclusion-and-related-work,2019-06-07T19:53:51.660Z,82,30,5,0,2019
ZbNcxP2g3A2wZoKvv,"Personal musings on Individualism and Empathy",personal-musings-on-individualism-and-empathy,https://www.lesswrong.com/posts/ZbNcxP2g3A2wZoKvv/personal-musings-on-individualism-and-empathy,2019-06-07T17:07:37.283Z,13,5,6,0,2019
SDr45pcgJJyvTqmZa,"For the past, in some ways only, we are moral degenerates",for-the-past-in-some-ways-only-we-are-moral-degenerates,https://www.lesswrong.com/posts/SDr45pcgJJyvTqmZa/for-the-past-in-some-ways-only-we-are-moral-degenerates,2019-06-07T15:57:10.962Z,32,12,17,0,2019
5zeg5szCDv72LNbDW,"Map of (old) MIRI's Research Agendas",map-of-old-miri-s-research-agendas,https://www.lesswrong.com/posts/5zeg5szCDv72LNbDW/map-of-old-miri-s-research-agendas,2019-06-07T07:22:42.002Z,9,5,1,0,2019
A4DkMYgiDCmRMtKxr,"Fractional Reserve Charity",fractional-reserve-charity,https://www.lesswrong.com/posts/A4DkMYgiDCmRMtKxr/fractional-reserve-charity,2019-06-07T05:14:28.688Z,34,10,4,0,2019
gD2rkXJxTcTKFiiJG,"Visiting the Bay Area from 17-30 June",visiting-the-bay-area-from-17-30-june,https://www.lesswrong.com/posts/gD2rkXJxTcTKFiiJG/visiting-the-bay-area-from-17-30-june,2019-06-07T02:40:03.668Z,16,4,2,0,2019
muKEBrHhETwN6vp8J,"Arbital scrape",arbital-scrape,https://www.lesswrong.com/posts/muKEBrHhETwN6vp8J/arbital-scrape,2019-06-06T23:11:17.943Z,89,31,23,0,2019
7Fft9kNTvqixttGc3,"Circle Games",circle-games,https://www.lesswrong.com/posts/7Fft9kNTvqixttGc3/circle-games,2019-06-06T16:40:00.596Z,84,31,15,0,2019
cXPkJPkQd2qvTSwdB,"Impact of aging research besides LEV",impact-of-aging-research-besides-lev,https://www.lesswrong.com/posts/cXPkJPkQd2qvTSwdB/impact-of-aging-research-besides-lev,2019-06-06T10:42:14.703Z,15,5,0,0,2019
ZmvJ6kJ4ADcHcypYJ,"[AN #57] Why we should focus on robustness in AI safety, and the analogous problems in programming",an-57-why-we-should-focus-on-robustness-in-ai-safety-and-the,https://www.lesswrong.com/posts/ZmvJ6kJ4ADcHcypYJ/an-57-why-we-should-focus-on-robustness-in-ai-safety-and-the,2019-06-05T23:20:01.202Z,26,9,15,0,2019
fnkbdwckdfHS2H22Q,"Steelmanning Divination",steelmanning-divination,https://www.lesswrong.com/posts/fnkbdwckdfHS2H22Q/steelmanning-divination,2019-06-05T22:53:54.615Z,186,91,48,0,2019
zthDPAjh9w6Ytbeks,"Deceptive Alignment",deceptive-alignment,https://www.lesswrong.com/posts/zthDPAjh9w6Ytbeks/deceptive-alignment,2019-06-05T20:16:28.651Z,117,44,20,0,2019
c2cbFsZJPHeQcbF2h,"An Introduction to Decision Modeling",an-introduction-to-decision-modeling,https://www.lesswrong.com/posts/c2cbFsZJPHeQcbF2h/an-introduction-to-decision-modeling,2019-06-05T20:13:10.000Z,7,5,3,0,2019
igtrqYzLekKbdkSu3,"Major Update on Cost Disease",major-update-on-cost-disease-1,https://www.lesswrong.com/posts/igtrqYzLekKbdkSu3/major-update-on-cost-disease-1,2019-06-05T19:10:10.736Z,42,22,12,0,2019
Zm7WAJMTaFvuh2Wc7,"Book Review: The Secret Of Our Success",book-review-the-secret-of-our-success,https://www.lesswrong.com/posts/Zm7WAJMTaFvuh2Wc7/book-review-the-secret-of-our-success,2019-06-05T06:50:01.267Z,157,68,19,0,2019
bL3c94HkgxLqiSpzK,"All knowledge is circularly justified",all-knowledge-is-circularly-justified,https://www.lesswrong.com/posts/bL3c94HkgxLqiSpzK/all-knowledge-is-circularly-justified,2019-06-04T22:39:20.766Z,10,8,19,0,2019
BNWmzdpcynC3rpFwf,"Seeing the Matrix, Switching Abstractions, and Missing Moods",seeing-the-matrix-switching-abstractions-and-missing-moods,https://www.lesswrong.com/posts/BNWmzdpcynC3rpFwf/seeing-the-matrix-switching-abstractions-and-missing-moods,2019-06-04T21:08:28.709Z,34,23,3,0,2019
Q9hDFkvCSwi6cwPGy,"How is Solomonoff induction calculated in practice?",how-is-solomonoff-induction-calculated-in-practice-1,https://www.lesswrong.com/posts/Q9hDFkvCSwi6cwPGy/how-is-solomonoff-induction-calculated-in-practice-1,2019-06-04T10:11:37.310Z,33,8,13,0,2019
woWmhqrwPYmNwtLqS,"Agents dissolved in coffee",agents-dissolved-in-coffee-1,https://www.lesswrong.com/posts/woWmhqrwPYmNwtLqS/agents-dissolved-in-coffee-1,2019-06-04T08:22:04.665Z,4,2,5,0,2019
pL56xPoniLvtMDQ4J,"The Inner Alignment Problem",the-inner-alignment-problem,https://www.lesswrong.com/posts/pL56xPoniLvtMDQ4J/the-inner-alignment-problem,2019-06-04T01:20:35.538Z,103,39,17,0,2019
HBkvHFFDFZvhM9NQq,"Washington SSC Meetup",washington-ssc-meetup,https://www.lesswrong.com/events/HBkvHFFDFZvhM9NQq/washington-ssc-meetup,2019-06-03T19:30:45.751Z,2,1,0,0,2019
9hReLR9wrsBN8t9FT,"Can movement from Conflict to Mistake theorist be facilitated effectively?",can-movement-from-conflict-to-mistake-theorist-be,https://www.lesswrong.com/posts/9hReLR9wrsBN8t9FT/can-movement-from-conflict-to-mistake-theorist-be,2019-06-03T17:02:03.557Z,5,5,5,0,2019
PSxcPAqYuEWLKAz6n,"Our plan for 2019-2020: consulting for AI Safety education",our-plan-for-2019-2020-consulting-for-ai-safety-education-1,https://www.lesswrong.com/posts/PSxcPAqYuEWLKAz6n/our-plan-for-2019-2020-consulting-for-ai-safety-education-1,2019-06-03T16:51:27.534Z,18,15,15,0,2019
FQKjY563bJqDeaEDr,"To first order, moral realism and moral anti-realism are the same thing",to-first-order-moral-realism-and-moral-anti-realism-are-the,https://www.lesswrong.com/posts/FQKjY563bJqDeaEDr/to-first-order-moral-realism-and-moral-anti-realism-are-the,2019-06-03T15:04:56.363Z,27,7,8,0,2019
ic8yoGBMYLtaJkbxZ,"Conditional meta-preferences",conditional-meta-preferences,https://www.lesswrong.com/posts/ic8yoGBMYLtaJkbxZ/conditional-meta-preferences,2019-06-03T14:09:54.357Z,6,3,0,0,2019
YJq6R9Wgk5Atjx54D,"Does Bayes Beat Goodhart?",does-bayes-beat-goodhart,https://www.lesswrong.com/posts/YJq6R9Wgk5Atjx54D/does-bayes-beat-goodhart,2019-06-03T02:31:23.417Z,46,17,26,0,2019
hmLuGtxWJMu4npGZE,"Cambridge LW/SSC Meetup",cambridge-lw-ssc-meetup,https://www.lesswrong.com/events/hmLuGtxWJMu4npGZE/cambridge-lw-ssc-meetup,2019-06-03T01:55:57.895Z,6,1,0,0,2019
7fDEWxY8LD4qmf2NF,"What is the evidence for productivity benefits of weightlifting?",what-is-the-evidence-for-productivity-benefits-of-1,https://www.lesswrong.com/posts/7fDEWxY8LD4qmf2NF/what-is-the-evidence-for-productivity-benefits-of-1,2019-06-02T19:17:35.883Z,59,25,27,0,2019
othqMhzQEQXFb4LhK,"On alien science",on-alien-science,https://www.lesswrong.com/posts/othqMhzQEQXFb4LhK/on-alien-science,2019-06-02T14:50:01.437Z,44,15,8,0,2019
2Zsuv5uPFPNTACwzg,"Moral Mazes and Short Termism",moral-mazes-and-short-termism,https://www.lesswrong.com/posts/2Zsuv5uPFPNTACwzg/moral-mazes-and-short-termism,2019-06-02T11:30:00.348Z,73,31,21,0,2019
ZDZmopKquzHYPRNxq,"Selection vs Control",selection-vs-control,https://www.lesswrong.com/posts/ZDZmopKquzHYPRNxq/selection-vs-control,2019-06-02T07:01:39.626Z,168,61,25,0,2019
SDELNzyboMpZpDwSg,"FB/Discord Style Reacts",fb-discord-style-reacts,https://www.lesswrong.com/posts/SDELNzyboMpZpDwSg/fb-discord-style-reacts,2019-06-01T21:34:27.167Z,77,24,95,0,2019
q2rCMHNXazALgQpGH,"Conditions for Mesa-Optimization",conditions-for-mesa-optimization,https://www.lesswrong.com/posts/q2rCMHNXazALgQpGH/conditions-for-mesa-optimization,2019-06-01T20:52:19.461Z,81,36,48,0,2019
YZeZXF6LwZn5vqFo9,"The Fundamental Theorem of Asset Pricing: Missing Link of the Dutch Book Arguments",the-fundamental-theorem-of-asset-pricing-missing-link-of-the,https://www.lesswrong.com/posts/YZeZXF6LwZn5vqFo9/the-fundamental-theorem-of-asset-pricing-missing-link-of-the,2019-06-01T20:34:06.924Z,42,13,5,0,2019
a7HjhGpzdmbaMb7Ee,"I translated 'Twelve Virtues of Rationality' into Hebrew.",i-translated-twelve-virtues-of-rationality-into-hebrew,https://www.lesswrong.com/posts/a7HjhGpzdmbaMb7Ee/i-translated-twelve-virtues-of-rationality-into-hebrew,2019-06-01T18:52:02.436Z,26,11,14,0,2019
c7JczqFQw3HgPFXFs,"May gwern.net newsletter",may-gwern-net-newsletter,https://www.lesswrong.com/posts/c7JczqFQw3HgPFXFs/may-gwern-net-newsletter,2019-06-01T17:25:11.740Z,17,5,0,0,2019
hEM7HjSpNphfQ82jW,"Welcome and Open Thread June 2019",welcome-and-open-thread-june-2019,https://www.lesswrong.com/posts/hEM7HjSpNphfQ82jW/welcome-and-open-thread-june-2019,2019-06-01T13:44:38.655Z,12,7,35,0,2019
